,Player,team,G,Points accumulated,FP_avg,mins_avg
0,Stephen Curry,Ballpark Franks,0,41,41.0,36.18333333333333
1,Stephen Curry,Ballpark Franks,1,97,48.5,36.86666666666666
2,Stephen Curry,Ballpark Franks,2,135,45.0,36.33333333333333
3,Stephen Curry,Ballpark Franks,3,161,40.25,35.324999999999996
4,Stephen Curry,Ballpark Franks,4,197,39.4,36.39333333333333
5,Stephen Curry,Ballpark Franks,5,225,37.5,34.85833333333333
6,Stephen Curry,Ballpark Franks,6,249,35.57142857142857,34.93809523809524
7,Stephen Curry,Ballpark Franks,7,272,34.0,34.289583333333326
8,Stephen Curry,Ballpark Franks,8,296,32.888888888888886,33.459259259259255
9,Stephen Curry,Ballpark Franks,9,366,36.6,33.61666666666666
10,Stephen Curry,Ballpark Franks,10,393,35.72727272727273,33.66060606060606
11,Stephen Curry,Ballpark Franks,11,438,36.5,33.706944444444446
12,Stephen Curry,Ballpark Franks,12,472,36.30769230769231,33.86025641025641
13,Stephen Curry,Ballpark Franks,13,524,37.42857142857143,33.53095238095238
14,Stephen Curry,Ballpark Franks,14,570,38.0,33.654444444444444
15,Stephen Curry,Ballpark Franks,15,570,,
16,Stephen Curry,Ballpark Franks,16,582,36.375,33.86770833333333
17,Stephen Curry,Ballpark Franks,17,621,36.529411764705884,33.92941176470588
18,Stephen Curry,Ballpark Franks,18,658,36.55555555555556,34.15925925925926
19,Stephen Curry,Ballpark Franks,19,702,36.94736842105263,34.19210526315789
20,Stephen Curry,Ballpark Franks,20,705,35.25,34.280833333333334
21,Stephen Curry,Ballpark Franks,21,728,34.666666666666664,34.23888888888889
22,Stephen Curry,Ballpark Franks,22,753,34.22727272727273,34.358333333333334
23,Stephen Curry,Ballpark Franks,23,793,34.47826086956522,34.21086956521739
24,Stephen Curry,Ballpark Franks,24,811,33.791666666666664,34.175000000000004
25,Stephen Curry,Ballpark Franks,25,828,33.12,34.257333333333335
26,Stephen Curry,Ballpark Franks,26,854,32.84615384615385,34.29935897435898
27,Stephen Curry,Ballpark Franks,27,873,32.333333333333336,34.31481481481482
28,Stephen Curry,Ballpark Franks,28,899,32.107142857142854,34.34821428571429
29,Stephen Curry,Ballpark Franks,29,899,,
30,Stephen Curry,Ballpark Franks,30,923,31.82758620689655,34.4132183908046
31,Stephen Curry,Ballpark Franks,31,975,32.5,34.510000000000005
32,Stephen Curry,Ballpark Franks,32,1008,32.516129032258064,34.59677419354839
33,Stephen Curry,Ballpark Franks,33,1027,32.09375,34.73697916666667
34,Stephen Curry,Ballpark Franks,34,1063,32.21212121212121,34.760606060606065
35,Stephen Curry,Ballpark Franks,35,1071,31.5,34.67990196078432
36,Stephen Curry,Ballpark Franks,36,1076,30.742857142857144,34.719523809523814
37,Stephen Curry,Ballpark Franks,37,1076,,
38,Stephen Curry,Ballpark Franks,38,1103,30.63888888888889,34.769444444444446
39,Stephen Curry,Ballpark Franks,39,1152,31.135135135135137,34.87522522522523
40,Stephen Curry,Ballpark Franks,40,1169,30.763157894736842,34.727192982456145
41,Stephen Curry,Ballpark Franks,41,1187,30.435897435897434,34.544871794871796
42,Stephen Curry,Ballpark Franks,42,1187,,
43,Stephen Curry,Ballpark Franks,43,1217,30.425,34.394999999999996
44,Stephen Curry,Ballpark Franks,44,1259,30.70731707317073,34.6280487804878
45,Stephen Curry,Ballpark Franks,45,1289,30.69047619047619,34.730555555555554
46,Stephen Curry,Ballpark Franks,46,1297,30.162790697674417,34.737596899224805
47,Stephen Curry,Ballpark Franks,47,1320,30.0,34.6064393939394
48,Stephen Curry,Ballpark Franks,48,1358,30.177777777777777,34.68962962962963
49,Stephen Curry,Ballpark Franks,49,1380,30.0,34.707608695652176
50,Stephen Curry,Ballpark Franks,50,1431,30.4468085106383,34.776595744680854
51,Stephen Curry,Ballpark Franks,51,1431,,
52,Stephen Curry,Ballpark Franks,52,1457,30.354166666666668,34.71180555555556
53,Stephen Curry,Ballpark Franks,53,1494,30.489795918367346,34.74965986394558
54,Stephen Curry,Ballpark Franks,54,1509,30.18,34.647666666666666
55,Stephen Curry,Ballpark Franks,55,1550,30.392156862745097,34.73562091503268
56,Stephen Curry,Ballpark Franks,56,1577,30.326923076923077,34.77147435897436
57,Stephen Curry,Ballpark Franks,57,1611,30.39622641509434,34.75345911949686
58,Stephen Curry,Ballpark Franks,58,1635,30.27777777777778,34.83395061728395
59,Stephen Curry,Ballpark Franks,59,1672,30.4,34.69969696969697
60,Stephen Curry,Ballpark Franks,60,1706,30.464285714285715,34.75982142857143
0,Joel Embiid,Ballpark Franks,0,25,25.0,25.7
1,Joel Embiid,Ballpark Franks,1,51,25.5,27.708333333333332
2,Joel Embiid,Ballpark Franks,2,85,28.333333333333332,29.566666666666663
3,Joel Embiid,Ballpark Franks,3,99,24.75,29.779166666666665
4,Joel Embiid,Ballpark Franks,4,140,28.0,30.016666666666662
5,Joel Embiid,Ballpark Franks,5,157,26.166666666666668,29.966666666666665
6,Joel Embiid,Ballpark Franks,6,157,,
7,Joel Embiid,Ballpark Franks,7,174,24.857142857142858,30.554761904761904
8,Joel Embiid,Ballpark Franks,8,194,24.25,30.489583333333332
9,Joel Embiid,Ballpark Franks,9,237,26.333333333333332,30.883333333333333
10,Joel Embiid,Ballpark Franks,10,237,,
11,Joel Embiid,Ballpark Franks,11,237,,
12,Joel Embiid,Ballpark Franks,12,237,,
13,Joel Embiid,Ballpark Franks,13,237,,
14,Joel Embiid,Ballpark Franks,14,237,,
15,Joel Embiid,Ballpark Franks,15,237,,
16,Joel Embiid,Ballpark Franks,16,237,,
17,Joel Embiid,Ballpark Franks,17,237,,
18,Joel Embiid,Ballpark Franks,18,237,,
19,Joel Embiid,Ballpark Franks,19,286,28.6,32.33833333333333
20,Joel Embiid,Ballpark Franks,20,310,28.181818181818183,32.1030303030303
21,Joel Embiid,Ballpark Franks,21,340,28.333333333333332,32.19722222222222
22,Joel Embiid,Ballpark Franks,22,376,28.923076923076923,32.5
23,Joel Embiid,Ballpark Franks,23,438,31.285714285714285,33.083333333333336
24,Joel Embiid,Ballpark Franks,24,470,31.333333333333332,33.04666666666667
25,Joel Embiid,Ballpark Franks,25,494,30.875,32.87083333333334
26,Joel Embiid,Ballpark Franks,26,523,30.764705882352942,32.85
27,Joel Embiid,Ballpark Franks,27,523,,
28,Joel Embiid,Ballpark Franks,28,558,31.0,33.086111111111116
29,Joel Embiid,Ballpark Franks,29,594,31.263157894736842,33.092982456140355
30,Joel Embiid,Ballpark Franks,30,642,32.1,33.44916666666667
31,Joel Embiid,Ballpark Franks,31,673,32.04761904761905,33.54761904761905
32,Joel Embiid,Ballpark Franks,32,726,33.0,33.415909090909096
33,Joel Embiid,Ballpark Franks,33,777,33.78260869565217,33.44565217391305
34,Joel Embiid,Ballpark Franks,34,809,33.708333333333336,33.38680555555556
35,Joel Embiid,Ballpark Franks,35,869,34.76,33.24266666666667
36,Joel Embiid,Ballpark Franks,36,892,34.30769230769231,33.2423076923077
37,Joel Embiid,Ballpark Franks,37,927,34.333333333333336,33.19444444444445
38,Joel Embiid,Ballpark Franks,38,966,34.5,32.95178571428572
39,Joel Embiid,Ballpark Franks,39,990,34.13793103448276,32.94252873563219
40,Joel Embiid,Ballpark Franks,40,1033,34.43333333333333,32.92444444444445
41,Joel Embiid,Ballpark Franks,41,1072,34.58064516129032,33.03279569892473
42,Joel Embiid,Ballpark Franks,42,1101,34.40625,32.91614583333333
43,Joel Embiid,Ballpark Franks,43,1165,35.303030303030305,32.73838383838383
44,Joel Embiid,Ballpark Franks,44,1215,35.73529411764706,32.849999999999994
45,Joel Embiid,Ballpark Franks,45,1260,36.0,32.81619047619048
46,Joel Embiid,Ballpark Franks,46,1312,36.44444444444444,32.82592592592593
47,Joel Embiid,Ballpark Franks,47,1337,36.13513513513514,32.87567567567568
48,Joel Embiid,Ballpark Franks,48,1383,36.39473684210526,32.929385964912285
49,Joel Embiid,Ballpark Franks,49,1383,,
50,Joel Embiid,Ballpark Franks,50,1418,36.35897435897436,32.985470085470084
51,Joel Embiid,Ballpark Franks,51,1460,36.5,32.98583333333333
52,Joel Embiid,Ballpark Franks,52,1507,36.75609756097561,32.96219512195122
53,Joel Embiid,Ballpark Franks,53,1552,36.95238095238095,32.9515873015873
54,Joel Embiid,Ballpark Franks,54,1588,36.93023255813954,32.990697674418605
55,Joel Embiid,Ballpark Franks,55,1658,37.68181818181818,32.98560606060607
56,Joel Embiid,Ballpark Franks,56,1681,37.355555555555554,32.83814814814815
57,Joel Embiid,Ballpark Franks,57,1735,37.71739130434783,32.92971014492753
58,Joel Embiid,Ballpark Franks,58,1779,37.851063829787236,32.89609929078014
59,Joel Embiid,Ballpark Franks,59,1816,37.833333333333336,32.963541666666664
0,Zion Williamson,Ballpark Franks,0,0,,
1,Zion Williamson,Ballpark Franks,1,0,,
2,Zion Williamson,Ballpark Franks,2,0,,
3,Zion Williamson,Ballpark Franks,3,0,,
4,Zion Williamson,Ballpark Franks,4,0,,
5,Zion Williamson,Ballpark Franks,5,0,,
6,Zion Williamson,Ballpark Franks,6,0,,
7,Zion Williamson,Ballpark Franks,7,0,,
8,Zion Williamson,Ballpark Franks,8,0,,
9,Zion Williamson,Ballpark Franks,9,0,,
10,Zion Williamson,Ballpark Franks,10,0,,
11,Zion Williamson,Ballpark Franks,11,0,,
12,Zion Williamson,Ballpark Franks,12,0,,
13,Zion Williamson,Ballpark Franks,13,0,,
14,Zion Williamson,Ballpark Franks,14,0,,
15,Zion Williamson,Ballpark Franks,15,0,,
16,Zion Williamson,Ballpark Franks,16,0,,
17,Zion Williamson,Ballpark Franks,17,0,,
18,Zion Williamson,Ballpark Franks,18,0,,
19,Zion Williamson,Ballpark Franks,19,0,,
20,Zion Williamson,Ballpark Franks,20,0,,
21,Zion Williamson,Ballpark Franks,21,0,,
22,Zion Williamson,Ballpark Franks,22,0,,
23,Zion Williamson,Ballpark Franks,23,0,,
24,Zion Williamson,Ballpark Franks,24,0,,
25,Zion Williamson,Ballpark Franks,25,0,,
26,Zion Williamson,Ballpark Franks,26,0,,
27,Zion Williamson,Ballpark Franks,27,0,,
28,Zion Williamson,Ballpark Franks,28,0,,
29,Zion Williamson,Ballpark Franks,29,0,,
30,Zion Williamson,Ballpark Franks,30,0,,
31,Zion Williamson,Ballpark Franks,31,0,,
32,Zion Williamson,Ballpark Franks,32,0,,
33,Zion Williamson,Ballpark Franks,33,0,,
34,Zion Williamson,Ballpark Franks,34,0,,
35,Zion Williamson,Ballpark Franks,35,0,,
36,Zion Williamson,Ballpark Franks,36,0,,
37,Zion Williamson,Ballpark Franks,37,0,,
38,Zion Williamson,Ballpark Franks,38,0,,
39,Zion Williamson,Ballpark Franks,39,0,,
40,Zion Williamson,Ballpark Franks,40,0,,
41,Zion Williamson,Ballpark Franks,41,0,,
42,Zion Williamson,Ballpark Franks,42,0,,
43,Zion Williamson,Ballpark Franks,43,0,,
44,Zion Williamson,Ballpark Franks,44,0,,
45,Zion Williamson,Ballpark Franks,45,0,,
46,Zion Williamson,Ballpark Franks,46,0,,
47,Zion Williamson,Ballpark Franks,47,0,,
48,Zion Williamson,Ballpark Franks,48,0,,
49,Zion Williamson,Ballpark Franks,49,0,,
50,Zion Williamson,Ballpark Franks,50,0,,
51,Zion Williamson,Ballpark Franks,51,0,,
52,Zion Williamson,Ballpark Franks,52,0,,
53,Zion Williamson,Ballpark Franks,53,0,,
54,Zion Williamson,Ballpark Franks,54,0,,
55,Zion Williamson,Ballpark Franks,55,0,,
56,Zion Williamson,Ballpark Franks,56,0,,
57,Zion Williamson,Ballpark Franks,57,0,,
58,Zion Williamson,Ballpark Franks,58,0,,
59,Zion Williamson,Ballpark Franks,59,0,,
60,Zion Williamson,Ballpark Franks,60,0,,
0,Shai Gilgeous-Alexander,Ballpark Franks,0,12,12.0,32.666666666666664
1,Shai Gilgeous-Alexander,Ballpark Franks,1,18,9.0,29.566666666666663
2,Shai Gilgeous-Alexander,Ballpark Franks,2,50,16.666666666666668,32.59444444444444
3,Shai Gilgeous-Alexander,Ballpark Franks,3,80,20.0,33.375
4,Shai Gilgeous-Alexander,Ballpark Franks,4,110,22.0,34.236666666666665
5,Shai Gilgeous-Alexander,Ballpark Franks,5,124,20.666666666666668,33.31111111111111
6,Shai Gilgeous-Alexander,Ballpark Franks,6,153,21.857142857142858,34.24761904761905
7,Shai Gilgeous-Alexander,Ballpark Franks,7,186,23.25,34.858333333333334
8,Shai Gilgeous-Alexander,Ballpark Franks,8,206,22.88888888888889,34.970370370370375
9,Shai Gilgeous-Alexander,Ballpark Franks,9,227,22.7,35.111666666666665
10,Shai Gilgeous-Alexander,Ballpark Franks,10,239,21.727272727272727,35.1
11,Shai Gilgeous-Alexander,Ballpark Franks,11,265,22.083333333333332,34.709722222222226
12,Shai Gilgeous-Alexander,Ballpark Franks,12,272,20.923076923076923,34.72820512820513
13,Shai Gilgeous-Alexander,Ballpark Franks,13,294,21.0,34.86071428571429
14,Shai Gilgeous-Alexander,Ballpark Franks,14,304,20.266666666666666,34.934444444444445
15,Shai Gilgeous-Alexander,Ballpark Franks,15,313,19.5625,34.88125
16,Shai Gilgeous-Alexander,Ballpark Franks,16,313,,
17,Shai Gilgeous-Alexander,Ballpark Franks,17,313,,
18,Shai Gilgeous-Alexander,Ballpark Franks,18,336,19.764705882352942,34.85294117647059
19,Shai Gilgeous-Alexander,Ballpark Franks,19,354,19.666666666666668,34.75
20,Shai Gilgeous-Alexander,Ballpark Franks,20,384,20.210526315789473,34.902631578947364
21,Shai Gilgeous-Alexander,Ballpark Franks,21,384,,
22,Shai Gilgeous-Alexander,Ballpark Franks,22,419,20.95,35.025
23,Shai Gilgeous-Alexander,Ballpark Franks,23,446,21.238095238095237,35.1015873015873
24,Shai Gilgeous-Alexander,Ballpark Franks,24,455,20.681818181818183,34.88560606060606
25,Shai Gilgeous-Alexander,Ballpark Franks,25,474,20.608695652173914,34.79492753623188
26,Shai Gilgeous-Alexander,Ballpark Franks,26,501,20.875,34.87430555555556
27,Shai Gilgeous-Alexander,Ballpark Franks,27,521,20.84,34.912000000000006
28,Shai Gilgeous-Alexander,Ballpark Franks,28,543,20.884615384615383,34.991025641025644
29,Shai Gilgeous-Alexander,Ballpark Franks,29,595,22.037037037037038,35.062345679012346
30,Shai Gilgeous-Alexander,Ballpark Franks,30,624,22.285714285714285,35.19702380952381
31,Shai Gilgeous-Alexander,Ballpark Franks,31,654,22.551724137931036,35.18908045977012
32,Shai Gilgeous-Alexander,Ballpark Franks,32,679,22.633333333333333,35.19166666666668
33,Shai Gilgeous-Alexander,Ballpark Franks,33,679,,
34,Shai Gilgeous-Alexander,Ballpark Franks,34,695,22.419354838709676,35.17795698924732
35,Shai Gilgeous-Alexander,Ballpark Franks,35,695,,
36,Shai Gilgeous-Alexander,Ballpark Franks,36,709,22.15625,35.25052083333334
37,Shai Gilgeous-Alexander,Ballpark Franks,37,721,21.848484848484848,35.042424242424254
38,Shai Gilgeous-Alexander,Ballpark Franks,38,728,21.41176470588235,34.93774509803922
39,Shai Gilgeous-Alexander,Ballpark Franks,39,761,21.742857142857144,34.93952380952382
40,Shai Gilgeous-Alexander,Ballpark Franks,40,810,22.5,34.942592592592604
41,Shai Gilgeous-Alexander,Ballpark Franks,41,828,22.37837837837838,34.92117117117118
42,Shai Gilgeous-Alexander,Ballpark Franks,42,866,22.789473684210527,34.98464912280703
43,Shai Gilgeous-Alexander,Ballpark Franks,43,871,22.333333333333332,34.85384615384616
44,Shai Gilgeous-Alexander,Ballpark Franks,44,899,22.475,34.81333333333335
45,Shai Gilgeous-Alexander,Ballpark Franks,45,933,22.75609756097561,34.904065040650416
46,Shai Gilgeous-Alexander,Ballpark Franks,46,974,23.19047619047619,34.990079365079374
47,Shai Gilgeous-Alexander,Ballpark Franks,47,982,22.837209302325583,34.58023255813954
48,Shai Gilgeous-Alexander,Ballpark Franks,48,982,,
49,Shai Gilgeous-Alexander,Ballpark Franks,49,982,,
50,Shai Gilgeous-Alexander,Ballpark Franks,50,982,,
51,Shai Gilgeous-Alexander,Ballpark Franks,51,982,,
52,Shai Gilgeous-Alexander,Ballpark Franks,52,982,,
53,Shai Gilgeous-Alexander,Ballpark Franks,53,982,,
54,Shai Gilgeous-Alexander,Ballpark Franks,54,982,,
55,Shai Gilgeous-Alexander,Ballpark Franks,55,982,,
56,Shai Gilgeous-Alexander,Ballpark Franks,56,982,,
57,Shai Gilgeous-Alexander,Ballpark Franks,57,982,,
58,Shai Gilgeous-Alexander,Ballpark Franks,58,1006,22.863636363636363,34.58219696969698
59,Shai Gilgeous-Alexander,Ballpark Franks,59,1040,23.11111111111111,34.66037037037037
60,Shai Gilgeous-Alexander,Ballpark Franks,60,1092,23.73913043478261,34.6213768115942
0,DeMar DeRozan,Ballpark Franks,0,17,17.0,37.766666666666666
1,DeMar DeRozan,Ballpark Franks,1,40,20.0,34.68333333333334
2,DeMar DeRozan,Ballpark Franks,2,60,20.0,34.416666666666664
3,DeMar DeRozan,Ballpark Franks,3,85,21.25,34.766666666666666
4,DeMar DeRozan,Ballpark Franks,4,104,20.8,34.78666666666667
5,DeMar DeRozan,Ballpark Franks,5,135,22.5,34.83888888888889
6,DeMar DeRozan,Ballpark Franks,6,178,25.428571428571427,34.67142857142857
7,DeMar DeRozan,Ballpark Franks,7,219,27.375,34.8625
8,DeMar DeRozan,Ballpark Franks,8,245,27.22222222222222,34.90555555555555
9,DeMar DeRozan,Ballpark Franks,9,267,26.7,34.88333333333333
10,DeMar DeRozan,Ballpark Franks,10,281,25.545454545454547,35.04393939393939
11,DeMar DeRozan,Ballpark Franks,11,296,24.666666666666668,35.105555555555554
12,DeMar DeRozan,Ballpark Franks,12,337,25.923076923076923,35.30897435897436
13,DeMar DeRozan,Ballpark Franks,13,377,26.928571428571427,35.2952380952381
14,DeMar DeRozan,Ballpark Franks,14,394,26.266666666666666,35.371111111111105
15,DeMar DeRozan,Ballpark Franks,15,418,26.125,35.43333333333333
16,DeMar DeRozan,Ballpark Franks,16,451,26.529411764705884,35.5656862745098
17,DeMar DeRozan,Ballpark Franks,17,461,25.61111111111111,35.06388888888888
18,DeMar DeRozan,Ballpark Franks,18,476,25.05263157894737,35.1157894736842
19,DeMar DeRozan,Ballpark Franks,19,502,25.1,34.76749999999999
20,DeMar DeRozan,Ballpark Franks,20,526,25.047619047619047,35.042063492063484
21,DeMar DeRozan,Ballpark Franks,21,557,25.318181818181817,34.996969696969686
22,DeMar DeRozan,Ballpark Franks,22,592,25.73913043478261,35.11884057971013
23,DeMar DeRozan,Ballpark Franks,23,616,25.666666666666668,35.25694444444443
24,DeMar DeRozan,Ballpark Franks,24,616,,
25,DeMar DeRozan,Ballpark Franks,25,616,,
26,DeMar DeRozan,Ballpark Franks,26,616,,
27,DeMar DeRozan,Ballpark Franks,27,648,25.92,35.21933333333332
28,DeMar DeRozan,Ballpark Franks,28,676,26.0,35.107051282051266
29,DeMar DeRozan,Ballpark Franks,29,694,25.703703703703702,35.137654320987636
30,DeMar DeRozan,Ballpark Franks,30,739,26.392857142857142,35.232738095238076
31,DeMar DeRozan,Ballpark Franks,31,762,26.275862068965516,35.24885057471263
32,DeMar DeRozan,Ballpark Franks,32,783,26.1,35.24388888888887
33,DeMar DeRozan,Ballpark Franks,33,807,26.032258064516128,35.24408602150536
34,DeMar DeRozan,Ballpark Franks,34,820,25.625,35.26249999999998
35,DeMar DeRozan,Ballpark Franks,35,833,25.242424242424242,35.13686868686867
36,DeMar DeRozan,Ballpark Franks,36,856,25.176470588235293,35.08725490196076
37,DeMar DeRozan,Ballpark Franks,37,891,25.457142857142856,34.8442857142857
38,DeMar DeRozan,Ballpark Franks,38,903,25.083333333333332,34.76898148148146
39,DeMar DeRozan,Ballpark Franks,39,924,24.972972972972972,34.6144144144144
40,DeMar DeRozan,Ballpark Franks,40,948,24.94736842105263,34.68245614035086
41,DeMar DeRozan,Ballpark Franks,41,959,24.58974358974359,34.62735042735041
42,DeMar DeRozan,Ballpark Franks,42,984,24.6,34.666249999999984
43,DeMar DeRozan,Ballpark Franks,43,1017,24.804878048780488,34.75853658536584
44,DeMar DeRozan,Ballpark Franks,44,1057,25.166666666666668,34.84206349206348
45,DeMar DeRozan,Ballpark Franks,45,1057,,
46,DeMar DeRozan,Ballpark Franks,46,1088,25.302325581395348,34.89806201550386
47,DeMar DeRozan,Ballpark Franks,47,1125,25.568181818181817,34.9371212121212
48,DeMar DeRozan,Ballpark Franks,48,1165,25.88888888888889,34.92333333333332
49,DeMar DeRozan,Ballpark Franks,49,1209,26.282608695652176,34.976811594202886
50,DeMar DeRozan,Ballpark Franks,50,1238,26.340425531914892,35.18156028368793
51,DeMar DeRozan,Ballpark Franks,51,1262,26.291666666666668,35.25312499999998
52,DeMar DeRozan,Ballpark Franks,52,1307,26.6734693877551,35.37040816326529
53,DeMar DeRozan,Ballpark Franks,53,1340,26.8,35.37499999999998
54,DeMar DeRozan,Ballpark Franks,54,1374,26.941176470588236,35.421895424836585
55,DeMar DeRozan,Ballpark Franks,55,1414,27.192307692307693,35.471794871794856
56,DeMar DeRozan,Ballpark Franks,56,1448,27.32075471698113,35.553459119496836
57,DeMar DeRozan,Ballpark Franks,57,1487,27.537037037037038,35.54135802469134
58,DeMar DeRozan,Ballpark Franks,58,1524,27.70909090909091,35.640303030303016
59,DeMar DeRozan,Ballpark Franks,59,1563,27.910714285714285,35.66607142857141
60,DeMar DeRozan,Ballpark Franks,60,1588,27.859649122807017,35.772514619883026
61,DeMar DeRozan,Ballpark Franks,61,1607,27.70689655172414,35.73477011494251
0,Ben Simmons,Ballpark Franks,0,0,,
1,Ben Simmons,Ballpark Franks,1,0,,
2,Ben Simmons,Ballpark Franks,2,0,,
3,Ben Simmons,Ballpark Franks,3,0,,
4,Ben Simmons,Ballpark Franks,4,0,,
5,Ben Simmons,Ballpark Franks,5,0,,
6,Ben Simmons,Ballpark Franks,6,0,,
7,Ben Simmons,Ballpark Franks,7,0,,
8,Ben Simmons,Ballpark Franks,8,0,,
9,Ben Simmons,Ballpark Franks,9,0,,
10,Ben Simmons,Ballpark Franks,10,0,,
11,Ben Simmons,Ballpark Franks,11,0,,
12,Ben Simmons,Ballpark Franks,12,0,,
13,Ben Simmons,Ballpark Franks,13,0,,
14,Ben Simmons,Ballpark Franks,14,0,,
15,Ben Simmons,Ballpark Franks,15,0,,
16,Ben Simmons,Ballpark Franks,16,0,,
17,Ben Simmons,Ballpark Franks,17,0,,
18,Ben Simmons,Ballpark Franks,18,0,,
19,Ben Simmons,Ballpark Franks,19,0,,
20,Ben Simmons,Ballpark Franks,20,0,,
21,Ben Simmons,Ballpark Franks,21,0,,
22,Ben Simmons,Ballpark Franks,22,0,,
23,Ben Simmons,Ballpark Franks,23,0,,
24,Ben Simmons,Ballpark Franks,24,0,,
25,Ben Simmons,Ballpark Franks,25,0,,
26,Ben Simmons,Ballpark Franks,26,0,,
27,Ben Simmons,Ballpark Franks,27,0,,
28,Ben Simmons,Ballpark Franks,28,0,,
29,Ben Simmons,Ballpark Franks,29,0,,
30,Ben Simmons,Ballpark Franks,30,0,,
31,Ben Simmons,Ballpark Franks,31,0,,
32,Ben Simmons,Ballpark Franks,32,0,,
33,Ben Simmons,Ballpark Franks,33,0,,
34,Ben Simmons,Ballpark Franks,34,0,,
35,Ben Simmons,Ballpark Franks,35,0,,
36,Ben Simmons,Ballpark Franks,36,0,,
37,Ben Simmons,Ballpark Franks,37,0,,
38,Ben Simmons,Ballpark Franks,38,0,,
39,Ben Simmons,Ballpark Franks,39,0,,
40,Ben Simmons,Ballpark Franks,40,0,,
41,Ben Simmons,Ballpark Franks,41,0,,
42,Ben Simmons,Ballpark Franks,42,0,,
43,Ben Simmons,Ballpark Franks,43,0,,
44,Ben Simmons,Ballpark Franks,44,0,,
45,Ben Simmons,Ballpark Franks,45,0,,
46,Ben Simmons,Ballpark Franks,46,0,,
47,Ben Simmons,Ballpark Franks,47,0,,
48,Ben Simmons,Ballpark Franks,48,0,,
49,Ben Simmons,Ballpark Franks,49,0,,
50,Ben Simmons,Ballpark Franks,50,0,,
51,Ben Simmons,Ballpark Franks,51,0,,
52,Ben Simmons,Ballpark Franks,52,0,,
53,Ben Simmons,Ballpark Franks,53,0,,
54,Ben Simmons,Ballpark Franks,54,0,,
55,Ben Simmons,Ballpark Franks,55,0,,
56,Ben Simmons,Ballpark Franks,56,0,,
57,Ben Simmons,Ballpark Franks,57,0,,
58,Ben Simmons,Ballpark Franks,58,0,,
59,Ben Simmons,Ballpark Franks,59,0,,
60,Ben Simmons,Ballpark Franks,60,0,,
0,Jonas Valanciunas,Ballpark Franks,0,9,9.0,29.583333333333332
1,Jonas Valanciunas,Ballpark Franks,1,36,18.0,31.391666666666666
2,Jonas Valanciunas,Ballpark Franks,2,79,26.333333333333332,32.894444444444446
3,Jonas Valanciunas,Ballpark Franks,3,122,30.5,34.5
4,Jonas Valanciunas,Ballpark Franks,4,153,30.6,34.739999999999995
5,Jonas Valanciunas,Ballpark Franks,5,189,31.5,34.327777777777776
6,Jonas Valanciunas,Ballpark Franks,6,232,33.142857142857146,34.114285714285714
7,Jonas Valanciunas,Ballpark Franks,7,270,33.75,34.33125
8,Jonas Valanciunas,Ballpark Franks,8,294,32.666666666666664,33.757407407407406
9,Jonas Valanciunas,Ballpark Franks,9,327,32.7,33.516666666666666
10,Jonas Valanciunas,Ballpark Franks,10,362,32.90909090909091,33.54242424242425
11,Jonas Valanciunas,Ballpark Franks,11,400,33.333333333333336,34.00138888888889
12,Jonas Valanciunas,Ballpark Franks,12,432,33.23076923076923,33.68974358974359
13,Jonas Valanciunas,Ballpark Franks,13,461,32.92857142857143,33.70357142857143
14,Jonas Valanciunas,Ballpark Franks,14,482,32.13333333333333,33.93888888888889
15,Jonas Valanciunas,Ballpark Franks,15,497,31.0625,33.581250000000004
16,Jonas Valanciunas,Ballpark Franks,16,538,31.647058823529413,33.85588235294118
17,Jonas Valanciunas,Ballpark Franks,17,569,31.61111111111111,33.27314814814815
18,Jonas Valanciunas,Ballpark Franks,18,581,30.57894736842105,32.51491228070176
19,Jonas Valanciunas,Ballpark Franks,19,609,30.45,32.10416666666667
20,Jonas Valanciunas,Ballpark Franks,20,628,29.904761904761905,31.97777777777778
21,Jonas Valanciunas,Ballpark Franks,21,653,29.681818181818183,31.525757575757577
22,Jonas Valanciunas,Ballpark Franks,22,714,31.043478260869566,31.562318840579714
23,Jonas Valanciunas,Ballpark Franks,23,718,29.916666666666668,31.27013888888889
24,Jonas Valanciunas,Ballpark Franks,24,744,29.76,31.025333333333332
25,Jonas Valanciunas,Ballpark Franks,25,775,29.807692307692307,31.05320512820513
26,Jonas Valanciunas,Ballpark Franks,26,812,30.074074074074073,31.35432098765432
27,Jonas Valanciunas,Ballpark Franks,27,840,30.0,31.19583333333333
28,Jonas Valanciunas,Ballpark Franks,28,867,29.896551724137932,31.23448275862069
29,Jonas Valanciunas,Ballpark Franks,29,905,30.166666666666668,31.336666666666662
30,Jonas Valanciunas,Ballpark Franks,30,932,30.06451612903226,31.61021505376344
31,Jonas Valanciunas,Ballpark Franks,31,957,29.90625,31.590625
32,Jonas Valanciunas,Ballpark Franks,32,957,,
33,Jonas Valanciunas,Ballpark Franks,33,978,29.636363636363637,31.546464646464646
34,Jonas Valanciunas,Ballpark Franks,34,978,,
35,Jonas Valanciunas,Ballpark Franks,35,1006,29.58823529411765,31.505392156862747
36,Jonas Valanciunas,Ballpark Franks,36,1042,29.771428571428572,31.61666666666667
37,Jonas Valanciunas,Ballpark Franks,37,1059,29.416666666666668,31.615740740740744
38,Jonas Valanciunas,Ballpark Franks,38,1096,29.62162162162162,31.672522522522524
