,Player,team,G,Points accumulated,FP_avg,mins_avg
44,Russell Westbrook,Frankpark Balls,44,1159,25.755555555555556,34.90851851851853
45,Russell Westbrook,Frankpark Balls,45,1191,25.891304347826086,34.91594202898551
46,Russell Westbrook,Frankpark Balls,46,1222,26.0,34.846808510638304
47,Russell Westbrook,Frankpark Balls,47,1236,25.75,34.802777777777784
48,Russell Westbrook,Frankpark Balls,48,1255,25.612244897959183,34.7904761904762
49,Russell Westbrook,Frankpark Balls,49,1288,25.76,34.84366666666668
50,Russell Westbrook,Frankpark Balls,50,1321,25.901960784313726,34.8467320261438
51,Russell Westbrook,Frankpark Balls,51,1346,25.884615384615383,34.827884615384626
52,Russell Westbrook,Frankpark Balls,52,1361,25.67924528301887,34.842452830188684
53,Russell Westbrook,Frankpark Balls,53,1361,25.203703703703702,34.73456790123458
54,Russell Westbrook,Frankpark Balls,54,1377,25.036363636363635,34.57727272727273
55,Russell Westbrook,Frankpark Balls,55,1377,,
56,Russell Westbrook,Frankpark Balls,56,1403,25.053571428571427,34.587500000000006
57,Russell Westbrook,Frankpark Balls,57,1419,24.894736842105264,34.56695906432749
58,Russell Westbrook,Frankpark Balls,58,1428,24.620689655172413,34.53649425287357
59,Russell Westbrook,Frankpark Balls,59,1434,24.305084745762713,34.422316384180796
0,Chris Paul,Frankpark Balls,0,30,30.0,33.61666666666667
1,Chris Paul,Frankpark Balls,1,69,34.5,31.425
2,Chris Paul,Frankpark Balls,2,83,27.666666666666668,29.45
3,Chris Paul,Frankpark Balls,3,95,23.75,29.520833333333332
4,Chris Paul,Frankpark Balls,4,124,24.8,30.96333333333333
5,Chris Paul,Frankpark Balls,5,164,27.333333333333332,31.813888888888886
6,Chris Paul,Frankpark Balls,6,190,27.142857142857142,32.18095238095238
7,Chris Paul,Frankpark Balls,7,227,28.375,32.58958333333333
8,Chris Paul,Frankpark Balls,8,248,27.555555555555557,31.838888888888885
9,Chris Paul,Frankpark Balls,9,272,27.2,32.31999999999999
10,Chris Paul,Frankpark Balls,10,305,27.727272727272727,31.895454545454538
11,Chris Paul,Frankpark Balls,11,329,27.416666666666668,31.695833333333326
12,Chris Paul,Frankpark Balls,12,353,27.153846153846153,31.84230769230769
13,Chris Paul,Frankpark Balls,13,367,26.214285714285715,32.198809523809516
14,Chris Paul,Frankpark Balls,14,402,26.8,32.28777777777778
15,Chris Paul,Frankpark Balls,15,422,26.375,31.79270833333333
16,Chris Paul,Frankpark Balls,16,432,25.41176470588235,31.72254901960784
17,Chris Paul,Frankpark Balls,17,462,25.666666666666668,31.7537037037037
18,Chris Paul,Frankpark Balls,18,490,25.789473684210527,31.673684210526314
19,Chris Paul,Frankpark Balls,19,515,25.75,31.8875
20,Chris Paul,Frankpark Balls,20,550,26.19047619047619,32.24603174603175
21,Chris Paul,Frankpark Balls,21,576,26.181818181818183,32.29469696969697
22,Chris Paul,Frankpark Balls,22,590,25.652173913043477,32.297826086956526
23,Chris Paul,Frankpark Balls,23,619,25.791666666666668,32.42916666666667
24,Chris Paul,Frankpark Balls,24,646,25.84,32.32066666666667
25,Chris Paul,Frankpark Balls,25,655,25.192307692307693,32.358333333333334
26,Chris Paul,Frankpark Balls,26,697,25.814814814814813,32.6820987654321
27,Chris Paul,Frankpark Balls,27,717,25.607142857142858,32.35416666666667
28,Chris Paul,Frankpark Balls,28,741,25.551724137931036,32.06896551724138
29,Chris Paul,Frankpark Balls,29,760,25.333333333333332,31.957777777777782
30,Chris Paul,Frankpark Balls,30,782,25.225806451612904,31.9489247311828
31,Chris Paul,Frankpark Balls,31,810,25.3125,32.123958333333334
32,Chris Paul,Frankpark Balls,32,838,25.393939393939394,32.223232323232324
33,Chris Paul,Frankpark Balls,33,853,25.08823529411765,32.208333333333336
34,Chris Paul,Frankpark Balls,34,873,24.942857142857143,32.25333333333334
35,Chris Paul,Frankpark Balls,35,900,25.0,32.088425925925925
36,Chris Paul,Frankpark Balls,36,928,25.08108108108108,32.17297297297298
37,Chris Paul,Frankpark Balls,37,975,25.657894736842106,32.23026315789474
38,Chris Paul,Frankpark Balls,38,984,25.23076923076923,32.22991452991453
39,Chris Paul,Frankpark Balls,39,1017,25.425,32.25541666666667
40,Chris Paul,Frankpark Balls,40,1035,25.24390243902439,32.2719512195122
41,Chris Paul,Frankpark Balls,41,1051,25.023809523809526,32.14642857142857
42,Chris Paul,Frankpark Balls,42,1085,25.232558139534884,32.1515503875969
43,Chris Paul,Frankpark Balls,43,1125,25.568181818181817,32.25454545454546
44,Chris Paul,Frankpark Balls,44,1165,25.88888888888889,32.44481481481481
45,Chris Paul,Frankpark Balls,45,1209,26.282608695652176,32.61702898550725
46,Chris Paul,Frankpark Balls,46,1227,26.106382978723403,32.70673758865248
47,Chris Paul,Frankpark Balls,47,1285,26.770833333333332,32.79965277777777
48,Chris Paul,Frankpark Balls,48,1330,27.142857142857142,32.94081632653061
49,Chris Paul,Frankpark Balls,49,1367,27.34,33.06
50,Chris Paul,Frankpark Balls,50,1402,27.49019607843137,33.17516339869281
51,Chris Paul,Frankpark Balls,51,1423,27.365384615384617,33.124679487179485
52,Chris Paul,Frankpark Balls,52,1455,27.452830188679247,33.13836477987421
53,Chris Paul,Frankpark Balls,53,1477,27.35185185185185,33.297839506172835
54,Chris Paul,Frankpark Balls,54,1519,27.618181818181817,33.36242424242424
55,Chris Paul,Frankpark Balls,55,1549,27.660714285714285,33.237202380952375
56,Chris Paul,Frankpark Balls,56,1582,27.75438596491228,33.27368421052631
57,Chris Paul,Frankpark Balls,57,1596,27.517241379310345,33.03591954022988
58,Chris Paul,Frankpark Balls,58,1596,,
59,Chris Paul,Frankpark Balls,59,1596,,
60,Chris Paul,Frankpark Balls,60,1596,,
0,John Collins,Frankpark Balls,0,30,30.0,30.0
1,John Collins,Frankpark Balls,1,42,21.0,28.3
2,John Collins,Frankpark Balls,2,66,22.0,26.844444444444445
3,John Collins,Frankpark Balls,3,99,24.75,26.391666666666666
4,John Collins,Frankpark Balls,4,143,28.6,28.773333333333333
5,John Collins,Frankpark Balls,5,158,26.333333333333332,29.07777777777778
6,John Collins,Frankpark Balls,6,182,26.0,29.402380952380952
7,John Collins,Frankpark Balls,7,208,26.0,30.308333333333334
8,John Collins,Frankpark Balls,8,225,25.0,30.329629629629633
9,John Collins,Frankpark Balls,9,265,26.5,30.748333333333335
10,John Collins,Frankpark Balls,10,291,26.454545454545453,30.753030303030304
11,John Collins,Frankpark Balls,11,296,24.666666666666668,31.126388888888894
12,John Collins,Frankpark Balls,12,322,24.76923076923077,31.76666666666667
13,John Collins,Frankpark Balls,13,339,24.214285714285715,31.7202380952381
14,John Collins,Frankpark Balls,14,363,24.2,31.685555555555556
15,John Collins,Frankpark Balls,15,398,24.875,31.840625000000003
16,John Collins,Frankpark Balls,16,422,24.823529411764707,31.922549019607846
17,John Collins,Frankpark Balls,17,446,24.77777777777778,32.08796296296296
18,John Collins,Frankpark Balls,18,458,24.105263157894736,32.19824561403509
19,John Collins,Frankpark Balls,19,489,24.45,31.75
20,John Collins,Frankpark Balls,20,511,24.333333333333332,32.11904761904762
21,John Collins,Frankpark Balls,21,533,24.227272727272727,32.21060606060606
22,John Collins,Frankpark Balls,22,556,24.17391304347826,32.22391304347826
23,John Collins,Frankpark Balls,23,598,24.916666666666668,32.449999999999996
24,John Collins,Frankpark Balls,24,614,24.56,32.28733333333333
25,John Collins,Frankpark Balls,25,637,24.5,32.49230769230769
26,John Collins,Frankpark Balls,26,653,24.185185185185187,32.221604938271604
27,John Collins,Frankpark Balls,27,686,24.5,32.364285714285714
28,John Collins,Frankpark Balls,28,718,24.75862068965517,32.375287356321834
29,John Collins,Frankpark Balls,29,758,25.266666666666666,32.66111111111111
30,John Collins,Frankpark Balls,30,777,25.06451612903226,32.59784946236559
31,John Collins,Frankpark Balls,31,800,25.0,32.60364583333333
32,John Collins,Frankpark Balls,32,800,,
33,John Collins,Frankpark Balls,33,800,,
34,John Collins,Frankpark Balls,34,800,,
35,John Collins,Frankpark Balls,35,800,,
36,John Collins,Frankpark Balls,36,800,,
37,John Collins,Frankpark Balls,37,820,24.848484848484848,32.58535353535353
38,John Collins,Frankpark Balls,38,827,24.323529411764707,32.626960784313724
39,John Collins,Frankpark Balls,39,857,24.485714285714284,32.62904761904762
40,John Collins,Frankpark Balls,40,873,24.25,32.55138888888889
41,John Collins,Frankpark Balls,41,888,24.0,32.44369369369369
42,John Collins,Frankpark Balls,42,917,24.13157894736842,32.39605263157895
43,John Collins,Frankpark Balls,43,946,24.256410256410255,32.416666666666664
44,John Collins,Frankpark Balls,44,969,24.225,32.198750000000004
45,John Collins,Frankpark Balls,45,985,24.024390243902438,32.145528455284555
46,John Collins,Frankpark Balls,46,998,23.761904761904763,31.969047619047622
47,John Collins,Frankpark Balls,47,1025,23.837209302325583,31.844186046511627
48,John Collins,Frankpark Balls,48,1062,24.136363636363637,31.70795454545454
49,John Collins,Frankpark Balls,49,1071,23.8,31.60481481481481
50,John Collins,Frankpark Balls,50,1102,23.956521739130434,31.599275362318835
51,John Collins,Frankpark Balls,51,1125,23.93617021276596,31.649645390070916
52,John Collins,Frankpark Balls,52,1162,24.208333333333332,31.717013888888886
53,John Collins,Frankpark Balls,53,1184,24.163265306122447,31.492517006802718
54,John Collins,Frankpark Balls,54,1184,23.68,31.276
55,John Collins,Frankpark Balls,55,1184,,
56,John Collins,Frankpark Balls,56,1184,,
57,John Collins,Frankpark Balls,57,1184,,
58,John Collins,Frankpark Balls,58,1184,,
59,John Collins,Frankpark Balls,59,1184,,
0,Robert Williams III,Frankpark Balls,0,40,40.0,44.81666666666667
1,Robert Williams III,Frankpark Balls,1,54,27.0,36.650000000000006
2,Robert Williams III,Frankpark Balls,2,61,20.333333333333332,33.66666666666667
3,Robert Williams III,Frankpark Balls,3,95,23.75,34.24583333333334
4,Robert Williams III,Frankpark Balls,4,126,25.2,33.49333333333334
5,Robert Williams III,Frankpark Balls,5,126,,
6,Robert Williams III,Frankpark Balls,6,134,22.333333333333332,31.938888888888894
7,Robert Williams III,Frankpark Balls,7,152,21.714285714285715,31.676190476190477
8,Robert Williams III,Frankpark Balls,8,166,20.75,30.708333333333336
9,Robert Williams III,Frankpark Balls,9,186,20.666666666666668,31.005555555555556
10,Robert Williams III,Frankpark Balls,10,218,21.8,31.2
11,Robert Williams III,Frankpark Balls,11,248,22.545454545454547,32.06060606060606
12,Robert Williams III,Frankpark Balls,12,287,23.916666666666668,32.21666666666667
13,Robert Williams III,Frankpark Balls,13,290,22.307692307692307,30.755128205128205
14,Robert Williams III,Frankpark Balls,14,290,,
15,Robert Williams III,Frankpark Balls,15,290,,
16,Robert Williams III,Frankpark Balls,16,290,,
17,Robert Williams III,Frankpark Balls,17,308,22.0,30.192857142857143
18,Robert Williams III,Frankpark Balls,18,308,,
19,Robert Williams III,Frankpark Balls,19,308,,
20,Robert Williams III,Frankpark Balls,20,308,,
21,Robert Williams III,Frankpark Balls,21,322,21.466666666666665,29.86444444444444
22,Robert Williams III,Frankpark Balls,22,336,21.0,28.93645833333333
23,Robert Williams III,Frankpark Balls,23,347,20.41176470588235,28.47254901960784
24,Robert Williams III,Frankpark Balls,24,363,20.166666666666668,28.257407407407406
25,Robert Williams III,Frankpark Balls,25,368,19.36842105263158,27.827192982456143
26,Robert Williams III,Frankpark Balls,26,385,19.25,27.524166666666666
27,Robert Williams III,Frankpark Balls,27,404,19.238095238095237,27.253968253968257
28,Robert Williams III,Frankpark Balls,28,414,18.818181818181817,27.69242424242424
29,Robert Williams III,Frankpark Balls,29,437,19.0,27.75
30,Robert Williams III,Frankpark Balls,30,437,,
31,Robert Williams III,Frankpark Balls,31,480,20.0,28.027083333333334
32,Robert Williams III,Frankpark Balls,32,511,20.44,28.452666666666666
33,Robert Williams III,Frankpark Balls,33,531,20.423076923076923,28.204487179487177
34,Robert Williams III,Frankpark Balls,34,567,21.0,28.20802469135802
35,Robert Williams III,Frankpark Balls,35,617,22.035714285714285,28.4625
36,Robert Williams III,Frankpark Balls,36,617,,
37,Robert Williams III,Frankpark Balls,37,633,21.82758620689655,28.587931034482757
38,Robert Williams III,Frankpark Balls,38,658,21.933333333333334,28.78222222222222
39,Robert Williams III,Frankpark Balls,39,683,22.032258064516128,28.940860215053764
40,Robert Williams III,Frankpark Balls,40,719,22.46875,29.3296875
41,Robert Williams III,Frankpark Balls,41,734,22.242424242424242,29.132323232323234
42,Robert Williams III,Frankpark Balls,42,764,22.470588235294116,29.201470588235296
43,Robert Williams III,Frankpark Balls,43,798,22.8,29.353333333333335
44,Robert Williams III,Frankpark Balls,44,798,,
45,Robert Williams III,Frankpark Balls,45,798,,
46,Robert Williams III,Frankpark Balls,46,814,22.61111111111111,29.45833333333334
47,Robert Williams III,Frankpark Balls,47,833,22.513513513513512,29.50495495495496
48,Robert Williams III,Frankpark Balls,48,875,23.026315789473685,29.44868421052632
49,Robert Williams III,Frankpark Balls,49,900,23.076923076923077,29.51538461538462
50,Robert Williams III,Frankpark Balls,50,931,23.275,29.65708333333334
51,Robert Williams III,Frankpark Balls,51,944,23.024390243902438,29.570731707317076
52,Robert Williams III,Frankpark Balls,52,967,23.023809523809526,29.71309523809524
53,Robert Williams III,Frankpark Balls,53,1002,23.302325581395348,29.763565891472872
54,Robert Williams III,Frankpark Balls,54,1022,23.227272727272727,29.713636363636365
55,Robert Williams III,Frankpark Balls,55,1052,23.377777777777776,29.66037037037037
56,Robert Williams III,Frankpark Balls,56,1089,23.67391304347826,29.821739130434782
57,Robert Williams III,Frankpark Balls,57,1114,23.70212765957447,29.956382978723404
58,Robert Williams III,Frankpark Balls,58,1114,,
59,Robert Williams III,Frankpark Balls,59,1114,,
60,Robert Williams III,Frankpark Balls,60,1143,23.8125,29.842708333333334
61,Robert Williams III,Frankpark Balls,61,1160,23.6734693877551,29.772789115646262
62,Robert Williams III,Frankpark Balls,62,1188,23.76,29.829666666666668
0,Wendell Carter Jr.,Frankpark Balls,0,19,19.0,18.75
1,Wendell Carter Jr.,Frankpark Balls,1,46,23.0,24.441666666666666
2,Wendell Carter Jr.,Frankpark Balls,2,68,22.666666666666668,26.594444444444445
3,Wendell Carter Jr.,Frankpark Balls,3,83,20.75,26.8875
4,Wendell Carter Jr.,Frankpark Balls,4,115,23.0,28.073333333333334
5,Wendell Carter Jr.,Frankpark Balls,5,146,24.333333333333332,28.961111111111112
6,Wendell Carter Jr.,Frankpark Balls,6,154,22.0,27.22142857142857
7,Wendell Carter Jr.,Frankpark Balls,7,186,23.25,28.26875
8,Wendell Carter Jr.,Frankpark Balls,8,213,23.666666666666668,29.022222222222222
9,Wendell Carter Jr.,Frankpark Balls,9,234,23.4,29.02
10,Wendell Carter Jr.,Frankpark Balls,10,281,25.545454545454547,29.259090909090904
11,Wendell Carter Jr.,Frankpark Balls,11,291,24.25,28.331944444444442
12,Wendell Carter Jr.,Frankpark Balls,12,316,24.307692307692307,28.62179487179487
13,Wendell Carter Jr.,Frankpark Balls,13,342,24.428571428571427,28.984523809523807
14,Wendell Carter Jr.,Frankpark Balls,14,356,23.733333333333334,28.714444444444442
15,Wendell Carter Jr.,Frankpark Balls,15,361,22.5625,28.5875
16,Wendell Carter Jr.,Frankpark Balls,16,371,21.823529411764707,27.742156862745095
17,Wendell Carter Jr.,Frankpark Balls,17,388,21.555555555555557,27.734259259259257
18,Wendell Carter Jr.,Frankpark Balls,18,420,22.105263157894736,27.963157894736838
19,Wendell Carter Jr.,Frankpark Balls,19,458,22.9,28.059166666666663
20,Wendell Carter Jr.,Frankpark Balls,20,492,23.428571428571427,28.22460317460317
21,Wendell Carter Jr.,Frankpark Balls,21,508,23.09090909090909,28.47196969696969
22,Wendell Carter Jr.,Frankpark Balls,22,531,23.08695652173913,28.66159420289855
23,Wendell Carter Jr.,Frankpark Balls,23,559,23.291666666666668,28.84305555555555
24,Wendell Carter Jr.,Frankpark Balls,24,590,23.6,28.87066666666666
25,Wendell Carter Jr.,Frankpark Balls,25,619,23.807692307692307,29.1551282051282
26,Wendell Carter Jr.,Frankpark Balls,26,635,23.51851851851852,29.309259259259257
27,Wendell Carter Jr.,Frankpark Balls,27,657,23.464285714285715,29.425595238095237
28,Wendell Carter Jr.,Frankpark Balls,28,679,23.413793103448278,29.441954022988504
29,Wendell Carter Jr.,Frankpark Balls,29,685,22.833333333333332,28.821666666666665
30,Wendell Carter Jr.,Frankpark Balls,30,685,,
31,Wendell Carter Jr.,Frankpark Balls,31,685,,
32,Wendell Carter Jr.,Frankpark Balls,32,721,23.258064516129032,28.843548387096774
33,Wendell Carter Jr.,Frankpark Balls,33,735,22.96875,28.73645833333333
34,Wendell Carter Jr.,Frankpark Balls,34,764,23.151515151515152,28.875252525252524
35,Wendell Carter Jr.,Frankpark Balls,35,792,23.294117647058822,28.998529411764707
36,Wendell Carter Jr.,Frankpark Balls,36,824,23.542857142857144,29.337142857142855
37,Wendell Carter Jr.,Frankpark Balls,37,855,23.75,29.505555555555556
38,Wendell Carter Jr.,Frankpark Balls,38,877,23.7027027027027,29.342342342342345
39,Wendell Carter Jr.,Frankpark Balls,39,877,,
40,Wendell Carter Jr.,Frankpark Balls,40,877,,
41,Wendell Carter Jr.,Frankpark Balls,41,877,,
42,Wendell Carter Jr.,Frankpark Balls,42,877,,
43,Wendell Carter Jr.,Frankpark Balls,43,877,,
44,Wendell Carter Jr.,Frankpark Balls,44,877,,
45,Wendell Carter Jr.,Frankpark Balls,45,877,,
46,Wendell Carter Jr.,Frankpark Balls,46,898,23.63157894736842,29.081578947368424
47,Wendell Carter Jr.,Frankpark Balls,47,920,23.58974358974359,29.058547008547013
48,Wendell Carter Jr.,Frankpark Balls,48,931,23.275,29.113750000000003
49,Wendell Carter Jr.,Frankpark Balls,49,947,23.097560975609756,29.106910569105693
50,Wendell Carter Jr.,Frankpark Balls,50,976,23.238095238095237,29.20317460317461
51,Wendell Carter Jr.,Frankpark Balls,51,1008,23.441860465116278,29.31976744186047
52,Wendell Carter Jr.,Frankpark Balls,52,1045,23.75,29.419696969696975
53,Wendell Carter Jr.,Frankpark Balls,53,1064,23.644444444444446,29.286666666666672
54,Wendell Carter Jr.,Frankpark Balls,54,1083,23.543478260869566,29.2590579710145
55,Wendell Carter Jr.,Frankpark Balls,55,1115,23.72340425531915,29.27056737588653
56,Wendell Carter Jr.,Frankpark Balls,56,1135,23.645833333333332,29.375000000000004
57,Wendell Carter Jr.,Frankpark Balls,57,1159,23.653061224489797,29.30340136054422
58,Wendell Carter Jr.,Frankpark Balls,58,1197,23.94,29.398333333333333
59,Wendell Carter Jr.,Frankpark Balls,59,1226,24.03921568627451,29.35751633986928
60,Wendell Carter Jr.,Frankpark Balls,60,1263,24.28846153846154,29.46826923076923
61,Wendell Carter Jr.,Frankpark Balls,61,1296,24.452830188679247,29.437421383647795
0,Aaron Gordon,Frankpark Balls,0,21,21.0,29.016666666666666
1,Aaron Gordon,Frankpark Balls,1,29,14.5,29.416666666666664
2,Aaron Gordon,Frankpark Balls,2,39,13.0,28.972222222222218
3,Aaron Gordon,Frankpark Balls,3,59,14.75,30.262499999999996
4,Aaron Gordon,Frankpark Balls,4,76,15.2,28.926666666666666
5,Aaron Gordon,Frankpark Balls,5,92,15.333333333333334,29.305555555555554
6,Aaron Gordon,Frankpark Balls,6,116,16.571428571428573,29.1547619047619
7,Aaron Gordon,Frankpark Balls,7,128,16.0,29.26458333333333
8,Aaron Gordon,Frankpark Balls,8,142,15.777777777777779,29.090740740740742
9,Aaron Gordon,Frankpark Balls,9,153,15.3,29.811666666666667
10,Aaron Gordon,Frankpark Balls,10,164,14.909090909090908,30.078787878787878
11,Aaron Gordon,Frankpark Balls,11,198,16.5,30.419444444444448
12,Aaron Gordon,Frankpark Balls,12,206,15.846153846153847,30.333333333333336
13,Aaron Gordon,Frankpark Balls,13,223,15.928571428571429,30.72380952380953
14,Aaron Gordon,Frankpark Balls,14,229,15.266666666666667,30.742222222222225
15,Aaron Gordon,Frankpark Balls,15,269,16.8125,31.12291666666667
16,Aaron Gordon,Frankpark Balls,16,294,17.294117647058822,31.068627450980397
17,Aaron Gordon,Frankpark Balls,17,306,17.0,31.136111111111113
18,Aaron Gordon,Frankpark Balls,18,335,17.63157894736842,31.46228070175439
19,Aaron Gordon,Frankpark Balls,19,357,17.85,31.782500000000006
20,Aaron Gordon,Frankpark Balls,20,378,18.0,32.064285714285724
21,Aaron Gordon,Frankpark Balls,21,387,17.59090909090909,31.73712121212122
22,Aaron Gordon,Frankpark Balls,22,400,17.391304347826086,32.038405797101454
23,Aaron Gordon,Frankpark Balls,23,412,17.166666666666668,32.51458333333334
24,Aaron Gordon,Frankpark Balls,24,442,17.68,32.63
25,Aaron Gordon,Frankpark Balls,25,462,17.76923076923077,32.60833333333334
26,Aaron Gordon,Frankpark Balls,26,476,17.62962962962963,32.857407407407415
27,Aaron Gordon,Frankpark Balls,27,483,17.25,32.650000000000006
28,Aaron Gordon,Frankpark Balls,28,501,17.275862068965516,32.57241379310345
29,Aaron Gordon,Frankpark Balls,29,512,17.066666666666666,32.31944444444445
30,Aaron Gordon,Frankpark Balls,30,512,,
31,Aaron Gordon,Frankpark Balls,31,512,,
32,Aaron Gordon,Frankpark Balls,32,512,,
33,Aaron Gordon,Frankpark Balls,33,527,17.0,31.94623655913979
34,Aaron Gordon,Frankpark Balls,34,545,17.03125,31.980208333333337
35,Aaron Gordon,Frankpark Balls,35,562,17.03030303030303,31.943434343434348
36,Aaron Gordon,Frankpark Balls,36,575,16.91176470588235,31.985784313725496
37,Aaron Gordon,Frankpark Balls,37,578,16.514285714285716,31.769047619047626
38,Aaron Gordon,Frankpark Balls,38,618,17.166666666666668,31.849074074074085
39,Aaron Gordon,Frankpark Balls,39,629,17.0,31.72027027027028
40,Aaron Gordon,Frankpark Balls,40,645,16.973684210526315,31.50219298245615
41,Aaron Gordon,Frankpark Balls,41,673,17.256410256410255,31.582478632478644
42,Aaron Gordon,Frankpark Balls,42,704,17.6,31.884583333333346
43,Aaron Gordon,Frankpark Balls,43,730,17.804878048780488,31.98414634146343
44,Aaron Gordon,Frankpark Balls,44,743,17.69047619047619,31.96666666666668
45,Aaron Gordon,Frankpark Balls,45,763,17.74418604651163,32.02209302325583
46,Aaron Gordon,Frankpark Balls,46,771,17.522727272727273,31.970833333333346
47,Aaron Gordon,Frankpark Balls,47,786,17.466666666666665,31.953703703703717
48,Aaron Gordon,Frankpark Balls,48,816,17.73913043478261,31.869927536231895
49,Aaron Gordon,Frankpark Balls,49,822,17.48936170212766,31.72340425531916
50,Aaron Gordon,Frankpark Balls,50,822,,
51,Aaron Gordon,Frankpark Balls,51,822,,
52,Aaron Gordon,Frankpark Balls,52,848,17.666666666666668,31.746875000000006
53,Aaron Gordon,Frankpark Balls,53,878,17.918367346938776,31.735374149659872
54,Aaron Gordon,Frankpark Balls,54,896,17.92,31.777666666666672
55,Aaron Gordon,Frankpark Balls,55,913,17.901960784313726,31.78725490196079
56,Aaron Gordon,Frankpark Balls,56,928,17.846153846153847,31.792948717948722
57,Aaron Gordon,Frankpark Balls,57,949,17.90566037735849,31.760691823899375
58,Aaron Gordon,Frankpark Balls,58,966,17.88888888888889,31.77098765432099
59,Aaron Gordon,Frankpark Balls,59,996,18.10909090909091,31.776666666666667
60,Aaron Gordon,Frankpark Balls,60,1006,17.964285714285715,31.61547619047619
0,Patty Mills,Frankpark Balls,0,3,3.0,5.216666666666667
1,Patty Mills,Frankpark Balls,1,12,6.0,10.858333333333334
2,Patty Mills,Frankpark Balls,2,24,8.0,10.022222222222224
3,Patty Mills,Frankpark Balls,3,27,6.75,9.816666666666666
4,Patty Mills,Frankpark Balls,4,37,7.4,10.933333333333334
5,Patty Mills,Frankpark Balls,5,44,7.333333333333333,11.361111111111109
6,Patty Mills,Frankpark Balls,6,44,,
7,Patty Mills,Frankpark Balls,7,50,7.142857142857143,11.464285714285712
8,Patty Mills,Frankpark Balls,8,49,6.125,11.468749999999998
9,Patty Mills,Frankpark Balls,9,52,5.777777777777778,10.76111111111111
10,Patty Mills,Frankpark Balls,10,53,5.3,10.371666666666664
11,Patty Mills,Frankpark Balls,11,63,5.7272727272727275,11.139393939393937
12,Patty Mills,Frankpark Balls,12,65,5.416666666666667,10.702777777777776
13,Patty Mills,Frankpark Balls,13,65,,
14,Patty Mills,Frankpark Balls,14,65,,
15,Patty Mills,Frankpark Balls,15,65,,
16,Patty Mills,Frankpark Balls,16,65,,
17,Patty Mills,Frankpark Balls,17,69,5.3076923076923075,10.641025641025639
18,Patty Mills,Frankpark Balls,18,75,5.357142857142857,11.082142857142856
19,Patty Mills,Frankpark Balls,19,78,5.2,10.885555555555554
20,Patty Mills,Frankpark Balls,20,83,5.1875,11.168749999999998
21,Patty Mills,Frankpark Balls,21,90,5.294117647058823,11.12254901960784
22,Patty Mills,Frankpark Balls,22,109,6.055555555555555,11.357407407407404
23,Patty Mills,Frankpark Balls,23,112,5.894736842105263,10.961403508771928
24,Patty Mills,Frankpark Balls,24,125,6.25,11.359166666666663
25,Patty Mills,Frankpark Balls,25,124,5.904761904761905,11.176190476190474
26,Patty Mills,Frankpark Balls,26,124,,
27,Patty Mills,Frankpark Balls,27,124,,
28,Patty Mills,Frankpark Balls,28,124,,
29,Patty Mills,Frankpark Balls,29,124,,
30,Patty Mills,Frankpark Balls,30,124,5.636363636363637,10.953787878787876
31,Patty Mills,Frankpark Balls,31,129,5.608695652173913,10.891304347826086
32,Patty Mills,Frankpark Balls,32,129,,
33,Patty Mills,Frankpark Balls,33,129,,
34,Patty Mills,Frankpark Balls,34,129,,
35,Patty Mills,Frankpark Balls,35,129,,
36,Patty Mills,Frankpark Balls,36,129,,
37,Patty Mills,Frankpark Balls,37,129,,
38,Patty Mills,Frankpark Balls,38,129,,
39,Patty Mills,Frankpark Balls,39,129,,
40,Patty Mills,Frankpark Balls,40,148,6.166666666666667,11.243055555555555
41,Patty Mills,Frankpark Balls,41,148,,
42,Patty Mills,Frankpark Balls,42,148,,
43,Patty Mills,Frankpark Balls,43,148,,
44,Patty Mills,Frankpark Balls,44,148,,
45,Patty Mills,Frankpark Balls,45,148,,
46,Patty Mills,Frankpark Balls,46,148,,
47,Patty Mills,Frankpark Balls,47,148,,
48,Patty Mills,Frankpark Balls,48,148,,
49,Patty Mills,Frankpark Balls,49,148,,
50,Patty Mills,Frankpark Balls,50,148,,
51,Patty Mills,Frankpark Balls,51,148,,
52,Patty Mills,Frankpark Balls,52,148,,
53,Patty Mills,Frankpark Balls,53,148,,
54,Patty Mills,Frankpark Balls,54,148,,
55,Patty Mills,Frankpark Balls,55,148,,
56,Patty Mills,Frankpark Balls,56,148,,
57,Patty Mills,Frankpark Balls,57,159,6.36,11.150666666666666
58,Patty Mills,Frankpark Balls,58,165,6.346153846153846,11.142948717948716
59,Patty Mills,Frankpark Balls,59,166,6.148148148148148,11.183333333333334
60,Patty Mills,Frankpark Balls,60,174,6.214285714285714,11.20238095238095
0,Franz Wagner,Frankpark Balls,0,18,18.0,32.266666666666666
1,Franz Wagner,Frankpark Balls,1,33,16.5,33.03333333333333
2,Franz Wagner,Frankpark Balls,2,46,15.333333333333334,34.9
3,Franz Wagner,Frankpark Balls,3,63,15.75,32.90416666666666
4,Franz Wagner,Frankpark Balls,4,82,16.4,32.773333333333326
5,Franz Wagner,Frankpark Balls,5,90,15.0,32.925
6,Franz Wagner,Frankpark Balls,6,110,15.714285714285714,32.28095238095238
7,Franz Wagner,Frankpark Balls,7,142,17.75,32.07083333333333
8,Franz Wagner,Frankpark Balls,8,150,16.666666666666668,32.016666666666666
9,Franz Wagner,Frankpark Balls,9,158,15.8,31.75333333333333
10,Franz Wagner,Frankpark Balls,10,171,15.545454545454545,31.76212121212121
